line,text,State,ShanDiv
2,"Local Education Agencies - As enacted, makes various revisions to an LEA’s policies on harassment, intimidation, bullying, or cyber-bullying; requires that an investigation be initiated ...",Tennessee,0
3,"Nuisances - As enacted, imposes same burden of proof in nuisance actions based on changed farming operations as presently applied to nuisance actions based on ...",Tennessee,0
4,"Local Education Agencies - As enacted, makes various revisions to an LEA’s policies on harassment, intimidation, bullying, or cyber-bullying; requires that an investigation be initiated ...",Tennessee,0
5,"Education, Dept. of - As enacted, requires the department to provide an annual report to the education committee of the senate and the education instruction ...",Tennessee,0
6,"Workers Compensation - As enacted, revises various provisions governing workers' compensation in regard to the case management system and settlements. - Amends TCA Title 50 ...",Tennessee,0
7,"Safety - As enacted, authorizes certain entities to stock epinephrine auto-injectors on their premises; authorizes employees, agents, and laypersons to provide or administer an epinephrine ...",Tennessee,0
8,"Tennessee Bureau of Investigation - As enacted, requires the instant check unit of the TBI to contact the agency making an entry of an order ...",Tennessee,0
9,"Controlled Substances - As enacted, specifies that, on and after July 1, 2016, a new applicant may only qualify as a pain management specialist through ...",Tennessee,0
10,"Estates - As enacted, increases the maximum amount of a life insurance policy from $7,500 to $15,000 in order that a photocopy of a certificate ...",Tennessee,0
1,"Correction, Dept. of - As enacted, requires the department of correction to pay, within 120 days of the bill being submitted, any bill of costs ...",Tennessee,0
2,"Courts, Supreme Court of Tennessee - As enacted, allows the supreme court, through order or rule, to set all filing costs, fees, charges, and surcharges ...",Tennessee,0
3,"Firearms and Ammunition - As enacted, prohibits public postsecondary institutions from taking any adverse action against an employee or student solely for such person's lawful ...",Tennessee,0
4,"Recreational Vehicles - As enacted, establishes licensing requirements specifically for recreational vehicle dealers and salespersons to be overseen by the Tennessee motor vehicle commission. - ...",Tennessee,0
5,"Taxes, Excise - As enacted, extends for an additional six years to July 1, 2022, the temporary tax on bottles of soft drinks and barrels ...",Tennessee,0
6,"Public Officials - As enacted, authorizes purchase of insurance to protect against breach of fiduciary duty by public officials and employees. - Amends TCA Title ...",Tennessee,0
7,"Education - As enacted, requires every elementary and secondary school to post the toll-free telephone number operated by the department of children's services to receive ...",Tennessee,0
8,"Students - As enacted, enacts the ""Student Online Personal Protection Act"". - Amends TCA Title 49.",Tennessee,0
9,"Auditing - As enacted, establishes the position of executive internal auditor and gives the position various responsibilities related to internal audits of executive branch agencies. ...",Tennessee,0
10,"Alcoholic Beverages - As enacted, authorizes the City of Gatlinburg to adopt an ordinance imposing a minimum distance, not to exceed 1,000 feet, between distilleries ...",Tennessee,0
1,"Election Laws - As enacted, makes various revisions to election laws such as when a deficient voter registration may be corrected, the timing of delivery ...",Tennessee,0
2,"Real Property - As enacted, expands the applicability of the Neighborhood Preservation Act to certain occupied buildings and residential properties by authorizing a person to ...",Tennessee,0
3,"Election Laws - As enacted, makes various revisions to election laws such as when a deficient voter registration may be corrected, the timing of delivery ...",Tennessee,0
4,"Workers Compensation - As enacted, revises various provisions governing workers' compensation in regard to the case management system and settlements. - Amends TCA Title 50 ...",Tennessee,0
5,"Public Contracts - As enacted, requires a vendor that is indicted for or convicted of, or pleads guilty or nolo contendere to, any violation under ...",Tennessee,0
6,"Safety - As enacted, authorizes certain entities to stock epinephrine auto-injectors on their premises; authorizes employees, agents, and laypersons to provide or administer an epinephrine ...",Tennessee,0
7,"Utilities, Utility Districts - As enacted, authorizes natural gas utility districts in Hawkins County to provide funding to chambers of commerce and economic and community ...",Tennessee,0
8,"Alcoholic Beverages - As enacted, allows a student, who has completed at least 60 hours of coursework and is taking a required course for a ...",Tennessee,0
9,"Medical Occupations - As enacted, permits the employment of certain medical professionals by charitable clinics. - Amends TCA Title 63, Chapter 11; Title 63, Chapter ...",Tennessee,0
10,"Environment and Conservation, Department of - As enacted, clarifies the requirement that the commissioner maintain separate accounts for monies collected and expended by each division ...",Tennessee,0
1,"Courts, Juvenile - As enacted, clarifies and amends various provisions regarding juvenile cases heard by magistrates; extends from five days to 10 days the period ...",Tennessee,0
2,"Courts, Juvenile - As enacted, establishes confidentiality and accessibility of assessment reports compiled by the juvenile court in Davidson County. - Amends TCA Title 37.",Tennessee,0
3,"Managed Care Organizations - As enacted, extends the effectiveness of certain rules governing risk sharing agreements. - Amends the termination date of Chapter 409 of ...",Tennessee,0
4,"Education, Dept. of - As enacted, requires the state board of education and the department to support and encourage LEAs in the creation of communities ...",Tennessee,0
5,"Safety - As enacted, changes certain requirements for inspectors, redirects certain reports, imposes a $300 fine for certain violations, and revises other provisions concerning elevators, ...",Tennessee,0
6,"Law Enforcement - As enacted, authorizes law enforcement officers to administer epinephrine in emergency situations in certain circumstances; authorizes physicians to prescribe epinephrine to a ...",Tennessee,0
7,"Local Government, General - As enacted, authorizes volunteer firefighters who have successfully completed the Tennessee commission on firefighting personnel and standard education certification exam for ...",Tennessee,0
